"","words","counts","len"
"7555","diestro",2,7
"7556","diestro,",2,8
"7557","diez",31,4
"7558","diez,",1,5
"7559","diezguerrilleros",1,16
"7560","diezmada,",1,9
"7561","diezmo",1,6
"7562","diferencia",4,10
"7563","diferencias,",1,12
"7564","diferente,",1,10
"7565","diferentes",2,10
"7566","diferentespuntos",1,16
"7567","different",1,9
"7568","difícil",7,7
"7569","dificilillo",1,11
"7570","Dificilillo",1,11
"7571","difícilmente,",1,13
"7572","dificultad",2,10
"7573","dificultad,",1,11
"7574","dificultad.--Junto",1,18
"7575","dificultades",2,12
"7576","dificultades,",2,13
"7577","dificultades?--¿Tan",1,19
"7578","dificultades.--No",1,17
"7579","dificultosa",1,11
"7580","dificultosa;",1,12
"7581","difundía",2,8
"7582","difundían",1,9
"7583","difunto",2,7
"7584","difunto,",2,8
"7585","difunto.--¡Eh!",1,14
"7586","diga",15,4
"7587","Diga",3,4
"7588","diga,",1,5
"7589","diga!",1,5
"7590","diga?--Pues",1,11
"7591","diga.--No",1,9
"7592","dígame",3,6
"7593","dígame,",2,7
"7594","dígamelo",1,8
"7595","digamos",1,7
"7596","digámoslo",1,9
"7597","díganme,",1,8
"7598","digas.Los",1,9
"7599","digna",5,5
"7600","dignado",3,7
"7601","dignan",1,6
"7602","dignara",1,7
"7603","dignarse",2,8
"7604","dignarsedirigirles",1,18
"7605","digne",1,5
"7606","dígnense",1,8
"7607","dignidad",3,8
"7608","dignidad;",1,9
"7609","digno",3,5
"7610","dignó",2,5
"7611","dignode",1,7
"7612","dignos",1,6
"7613","digo",16,4
"7614","digo,",2,5
"7615","digo;",1,5
"7616","digo?",1,5
"7617","Digopues:",1,9
"7618","dije",3,4
"7619","dije,",1,5
"7620","dije;",1,5
"7621","dijera",1,6
"7622","dijera,",2,7
"7623","dijeran",1,7
"7624","dijeron",4,7
"7625","dijeseque",1,9
"7626","dijiste",1,7
"7627","dijo",354,4
"7628","dijo,",1,5
"7629","dijo;",2,5
"7630","dijo:",1,5
"7631","dijo:--¡Bravo!",1,14
"7632","dijo:--¡Jum!",1,12
"7633","dijo:--¿Conque",1,14
"7634","dijo:--¿Qué",1,11
"7635","dijo:--¿Quiere",1,14
"7636","dijo:--A",1,8
"7637","dijo:--Atención,",1,16
"7638","dijo:--Caballeros,",1,18
"7639","dijo:--Cobarde",1,14
"7640","dijo:--Como",1,11
"7641","dijo:--Creo",1,11
"7642","dijo:--Déjenme",1,14
"7643","dijo:--Deténgase",1,16
"7644","dijo:--Dios",1,11
"7645","dijo:--Entonces",1,15
"7646","dijo:--Ese",1,10
"7647","dijo:--Está",1,11
"7648","dijo:--Explícate.--¿Para",1,24
"7649","dijo:--Fíe",1,10
"7650","dijo:--General.Al",1,17
"7651","dijo:--Hablemos.No",1,18
"7652","dijo:--Hemos",1,12
"7653","dijo:--Los",1,10
"7654","dijo:--Mire",1,11
"7655","dijo:--No",1,9
"7656","dijo:--Ponga",1,12
"7657","dijo:--Primeramente",1,19
"7658","dijo:--Primo,",1,13
"7659","dijo:--Que",1,10
"7660","dijo:--Señor",3,12
"7661","dijo:--Señor,",1,13
"7662","dijo:--Señores,",2,15
"7663","dijo:--Sí,",1,10
"7664","dijo:--Silencio,",1,16
"7665","dijo:--Tal",1,10
"7666","dijo:--Vamos",1,12
"7667","dijo:--Venga",1,12
"7668","dijo:--Veo",1,10
"7669","dijo:--Ya",1,9
"7670","dijo?--No",1,9
"7671","dijo?--Poco",1,11
"7672","dijo.",1,5
"7673","dijo...--Ya",1,11
"7674","dijodoña",1,8
"7675","dijoLópez,",1,10
"7676","dijoOliverio.",1,13
"7677","dijoprontamente:--Me",1,20
"7678","dilaciones.El",1,13
"7679","dilatada",1,8
"7680","dilatado",1,8
"7681","dilatado,todos",1,14
"7682","diligencia",5,10
"7683","diligencia,",2,11
"7684","diligencia?--Hoy",1,16
"7685","diligencia.",1,11
"7686","dilucidar",1,9
"7687","diluvio,",1,8
"7688","dime",1,4
"7689","dime,",1,5
"7690","diminuta",1,8
"7691","dinastías",1,9
"7692","dinero",26,6
"7693","dinero,",3,7
"7694","dinero.--Por",1,12
"7695","dinero.--Sí,",1,12
"7696","dineroni",1,8
"7697","dineroque",1,9
"7698","dio",53,3
"7699","diocasi",1,7
"7700","dioimportancia",1,14
"7701","dioprobablemente",1,16
"7702","dios",5,4
"7703","Dios",39,4
"7704","Dios,",14,5
"7705","Dios,su",1,7
"7706","Dios;",2,5
"7707","Dios!",14,5
"7708","Dios?",1,5
"7709","Dios.",6,5
"7710","Dios.--¿Cómo",1,12
"7711","Dios.El",2,7
"7712","diosdel",1,7
"7713","dioses",2,6
"7714","Diosgracias,",1,12
"7715","diouna",1,6
"7716","diplomática",1,11
"7717","diplomática,",1,12
"7718","diplomática.El",1,14
"7719","diplomática.Ortega",1,18
"7720","diplomático",4,11
"7721","diplomático,",1,12
"7722","diplomático,entre",1,17
"7723","diplomáticos",1,12
"7724","diplomáticos,",1,13
"7725","diputación",1,10
"7726","dique",1,5
"7727","dirá",2,4
"7728","dirán;",1,6
"7729","diré",6,4
"7730","diré,",1,5
"7731","dirección",17,9
"7732","dirección,",1,10
"7733","direcciones",4,11
"7734","direcciones,",1,12
"7735","direcciones,cruzándose",1,22
"7736","direcciones;",1,12
"7737","direcciones?--¿Y",1,16
"7738","direcciones.--¿Qué",1,18
"7739","direcciones.Al",1,14
"7740","direcciones.La",1,14
"7741","DIRECT,",1,7
"7742","directa",1,7
"7743","directamente",2,12
"7744","directamente?--No,",1,18
"7745","directamentea",1,13
"7746","directly",1,8
"7747","director",4,8
"7748","Director",1,8
"7749","diremos",2,7
"7750","diremos,",1,8
"7751","diréque",1,7
"7752","diría",2,5
"7753","dirige",2,6
"7754","dirigen",1,7
"7755","dirigía",9,7
"7756","dirigían",6,8
"7757","dirigían,",1,9
"7758","dirigíanhacia",1,13
"7759","dirigidapor",1,11
"7760","dirigidas",2,9
"7761","dirigido",7,8
"7762","dirigidos",1,9
"7763","dirigiendo",4,10
"7764","dirigiendoacá",1,13
"7765","dirigiéndole",1,12
"7766","dirigiéndolehacía",1,17
"7767","dirigiéndose",14,12
"7768","dirigiéndoseal",1,14
"7769","dirigiendouna",2,13
"7770","dirigiera",2,9
"7771","dirigieran",1,10
"7772","dirigieron",2,10
"7773","dirigieronhacia",1,15
"7774","dirigiese",1,9
"7775","dirigimos",1,9
"7776","dirigimos.--Entonces",1,20
"7777","dirigió",21,7
"7778","dirigióhacia",1,12
"7779","dirigir",2,7
"7780","dirigirla.En",1,12
"7781","dirigirle",5,9
"7782","dirigirleeso",1,12
"7783","dirigirme",3,9
"7784","dirigirse",5,9
"7785","dirigirse.",1,10
"7786","dirigirseinmediatamente",1,23
"7787","dirigiruna",1,10
"7788","dirija",4,6
"7789","dirijo",1,6
"7790","disciplina",1,10
"7791","disciplinada",1,12
"7792","discípulo",1,9
"7793","disclaim",1,8
"7794","disclaimer",2,10
"7795","DISCLAIMER",1,10
"7796","disclaimers",1,11
"7797","discontinue",1,11
"7798","discover",1,8
"7799","discovered",1,10
"7800","discretamente,",1,14
"7801","discreto;",1,9
"7802","discretos",1,9
"7803","disculparsede",1,13
"7804","discurriendo,",1,13
"7805","discurrirantes",1,14
"7806","discurso,",1,9
"7807","discusión",2,9
"7808","discutir",3,8
"7809","discutirlas;",1,12
"7810","diseminados",1,11
"7811","disfraz",1,7
"7812","disfraz,sin",1,11
"7813","disfraz;",1,8
"7814","disfrazo",1,8
"7815","disfrutaba",1,10
"7816","disgustaba",1,10
"7817","disgustado",1,10
"7818","disgustado,",1,11
"7819","disgustar",1,9
"7820","disgustarme,",1,12
"7821","disgusto",1,8
"7822","disgusto.--Sí",1,13
"7823","disimulada",2,10
"7824","disimulado",2,10
"7825","disimular",2,9
"7826","disimularla",1,11
"7827","disimulo",1,8
"7828","disimulo.--De",1,13
"7829","disipada",1,8
"7830","disipó",1,6
"7831","disk",1,4
"7832","disminuir",1,9
"7833","disminuirlo",1,11
"7834","disolviendo",1,11
"7835","disparaban",1,10
"7836","disparabapetardos",1,17
"7837","disparando",1,10
"7838","disparar",2,8
"7839","disparar;",1,9
"7840","disparar.Don",1,12
"7841","dispararlo",1,10
"7842","dispararon",1,10
"7843","dispare",3,7
"7844","disparen",1,8
"7845","disparó",2,7
"7846","disparos",4,8
"7847","disparos,",1,9
"7848","dispendiosos.",1,13
"7849","dispensaba",1,10
"7850","dispensado",2,10
"7851","dispensado.--Es",1,15
"7852","dispénsame",1,10
"7853","dispensarle",1,11
"7854","dispensarme",1,11
"7855","dispense",1,8
"7856","dispense,",6,9
"7857","dispénseme",7,10
"7858","Dispénseme",1,10
"7859","dispensen,",1,10
"7860","dispersado",1,10
"7861","dispersados",1,11
"7862","dispersaron",2,11
"7863","display,",1,8
"7864","displayed,performed,",1,20
"7865","displaying",1,10
"7866","displaying,",1,11
"7867","displaying,performing,",1,22
"7868","displicencia;",1,13
"7869","dispone",1,7
"7870","dispone,",1,8
"7871","disponemosnosotros",1,18
"7872","disponer",5,8
"7873","disponer,",1,9
"7874","disponerlo",1,10
"7875","disponey",1,8
"7876","disponga,",1,9
"7877","disponía",5,8
"7878","disponía,",1,9
"7879","disponían",4,9
"7880","disposición",5,11
"7881","disposición,",1,12
"7882","disposición:",1,12
"7883","disposición?--Para",1,18
"7884","disposición.El",1,14
"7885","disposiciónde",1,13
"7886","disposiciones",5,13
"7887","disposiciones,",2,14
"7888","disposiciones.A",1,15
"7889","dispuesta",2,9
"7890","dispuesta,",1,10
"7891","dispuesta.El",1,12
"7892","dispuestas",1,10
"7893","dispuestas,",1,11
"7894","dispuestas.--Mi",1,15
"7895","dispuesto",12,9
"7896","dispuesto,",1,10
"7897","dispuestos",1,10
"7898","dispusiera",1,10
"7899","dispusiese",1,10
"7900","dispuso",2,7
"7901","disputa",2,7
"7902","distancia",17,9
"7903","distancia,",2,10
"7904","distancia?--Sí,",1,15
"7905","distancia.--¡Canario!",1,21
"7906","distancia.--Soy",1,15
"7907","distancia.Prontamente",1,21
"7908","distanciade",1,11
"7909","distante",11,8
"7910","distanteno",1,10
"7911","distantes",2,9
"7912","distinción",4,10
"7913","distinción,se",1,13
"7914","distinción.",1,11
"7915","distinguía",1,10
"7916","distinguían",1,11
"7917","distinguían,",1,12
"7918","distinguida",1,11
"7919","distinguidos",1,12
"7920","distinguidos,",1,13
"7921","distinguir",1,10
"7922","distinguir,",1,11
"7923","distinta",1,8
"7924","distinta;",1,9
"7925","distintas",1,9
"7926","distintas,",1,10
"7927","distintas,y",1,11
"7928","distintas:",1,10
"7929","distintasdirecciones.Poco",1,25
"7930","distinto",2,8
"7931","distinto,",1,9
"7932","distinto;",2,9
"7933","distinto.",1,9
"7934","distintos",4,9
"7935","distintos.Sin",1,13
"7936","distó",1,5
"7937","distracción,",1,12
"7938","distraer",1,8
"7939","distraídamente",1,14
"7940","distraído",1,9
"7941","distribuida",2,11
"7942","distribuidos",1,12
"7943","distribute",5,10
"7944","DISTRIBUTE",1,10
"7945","distributed",2,11
"7946","distributed:",1,12
"7947","distributing",5,12
"7948","distributing,",1,13
"7949","distribution",4,12
"7950","distributionmust",1,16
"7951","DISTRIBUTOR",1,11
"7952","disuadir",1,8
"7953","divagación",2,10
"7954","diversas",2,8
"7955","diversionesy",1,12
"7956","diversossentimientos",1,20
"7957","divertida",1,9
"7958","divertirle;",1,11
"7959","divertirse,",1,11
"7960","divertirse.--Sin",1,16
"7961","dividen",2,7
"7962","dividía",4,7
"7963","dividida",2,8
"7964","dividió",1,7
"7965","diviertan",1,9
"7966","diviertenjugando",1,16
"7967","divina",1,6
"7968","divisaba",1,8
"7969","divisamos,",1,10
"7970","divisar",2,7
"7971","divisó",1,6
"7972","divulgando",1,10
"7973","do",14,2
"7974","Do",3,2
"7975","dobla",1,5
"7976","doblado",3,7
"7977","doblando",2,8
"7978","doblar",1,6
"7979","doblaronprontamente",1,19
"7980","doble",5,5
"7981","doble;",1,6
"7982","doblegaba",1,9
"7983","doblegarse",1,10
"7984","doblegó",1,7
"7985","doblemos",1,8
"7986","doblez",1,6
"7987","dobló",5,5
"7988","doce",4,4
"7989","docena",2,6
"7990","documento",1,9
"7991","does",1,4
"7992","dolce",1,5
"7993","dolmán",5,6
"7994","dolmán,",1,7
"7995","dolmány",1,7
"7996","dolor",9,5
"7997","dolor,",3,6
"7998","dolor;",1,6
"7999","dolor.Doña",1,10
"8000","dolor.Míreme,",1,13
"8001","dolores",3,7
"8002","Dolores",74,7
"8003","Dolores,",30,8
"8004","Dolores,fijando",1,15
"8005","Dolores;",8,8
"8006","Dolores;no",1,10
"8007","Dolores:",1,8
"8008","Dolores?",3,8
"8009","Dolores?--Es",1,12
"8010","Dolores?--No",1,12
"8011","Dolores?--No,",1,13
"8012","Dolores?--Señor,",1,16
"8013","Dolores.",1,8
"8014","Dolores.--¡Demontre!",1,20
"8015","Dolores.--¡Sí",1,13
"8016","Dolores.--¿Qué",1,14
"8017","Dolores.--¿Se",1,13
"8018","Dolores.--Basta,",1,16
"8019","Dolores.--Es",2,12
"8020","Dolores.--Mañana",1,16
"8021","Dolores.--Viene,",1,16
"8022","Dolores.Ahora",1,13
"8023","Dolores.Casi",1,12
"8024","dolores.De",1,10
"8025","Dolores.Derribando",1,18
"8026","Dolores.El",1,10
"8027","Dolores.Ésta,",1,13
"8028","Dolores.La",1,10
"8029","Dolores.Por",1,11
"8030","Dolores.Respecto",1,16
"8031","Dolores.Se",1,10
"8032","Doloresmirando",1,14
"8033","Doloresy",2,8
"8034","dolorosa",1,8
"8035","dolory",1,6
"8036","domain",2,6
"8037","doméstico,cuando",1,16
"8038","domicilio",1,9
"8039","domicilioque",1,12
"8040","domina",1,6
"8041","dominadapor",1,11
"8042","dominado",2,8
"8043","dominados",1,9
"8044","dominar",4,7
"8045","Domingo",68,7
"8046","Domingo,",49,8
"8047","Domingo,¿qué",1,12
"8048","Domingo;",14,8
"8049","Domingo:",1,8
"8050","Domingo:--Deme",1,14
"8051","Domingo?",1,8
"8052","Domingo?--Señor,",1,16
"8053","Domingo.",1,8
"8054","Domingo.--¡Dios",1,15
"8055","Domingo.--¡Que",1,14
"8056","Domingo.--¿Quieres",1,18
"8057","Domingo.--Como",1,14
"8058","Domingo.--Ea,",1,13
"8059","Domingo.--Entonces",1,18
"8060","Domingo.--Me",1,12
"8061","Domingo.--Miren",1,15
"8062","Domingo.--No,",2,13
"8063","Domingo.--Por",1,13
"8064","Domingo.--Sí,",2,13
"8065","Domingo.--Tiene",1,15
"8066","Domingo.--Tú",1,12
"8067","Domingo.--Ya",1,12
"8068","Domingo.A",1,9
"8069","Domingo.Don",2,11
"8070","Domingo.El",4,10
"8071","Domingo.En",1,10
"8072","Domingo.Éste,",2,13
"8073","Domingo.López",1,13
"8074","Domingo.Los",1,11
"8075","Domingodesde",1,12
"8076","Domínguez",8,9
"8077","Domínguez,",8,10
"8078","Domínguez,que",1,13
"8079","Domínguez?",1,10
"8080","Domínguez.",2,10
"8081","Domínguez.--Ya,",1,15
"8082","Domínguez.Dos",1,13
"8083","Domínguezno",1,11
"8084","DOMÍNGUEZUna",1,12
"8085","dominios",1,8
"8086","dominios,",1,9
"8087","don",615,3
"8088","Don",13,3
"8089","doña",194,4
"8090","Doña",3,4
"8091","doñaCarmen",1,10
"8092","doñaCarmen?--Sí,",1,16
"8093","doñaCarmen.--Antes",1,18
"8094","doñaCarmen.Don",1,14
"8095","donAdolfo",2,9
"8096","doñaDolores",6,11
"8097","doñaDolores,",1,12
"8098","doñaDolores;",1,12
"8099","doñaDolores.--¿Va",1,17
"8100","doñaDolores.IIILOS",1,18
"8101","doñaDolores.La",2,14
"8102","doñaMaría",1,9
"8103","doñaMaría,",2,10
"8104","doñaMaría.--Es",1,14
"8105","doñaMaría.--Sí,",1,15
"8106","donándome",1,9
"8107","donAndrés",4,9
"8108","donAndrés,",2,10
"8109","donAndrés;",2,10
"8110","donAntonio",5,10
"8111","donAntonio,",1,11
"8112","donate",1,6
"8113","donate.International",1,20
"8114","donationmethods",1,15
"8115","donations",9,9
"8116","Donations",2,9
"8117","donations.",1,10
"8118","donations($1",1,12
"8119","donationsfrom",1,13
"8120","donBenito",1,9
"8121","donCarlos",1,9
"8122","doncel",1,6
"8123","donceles",1,8
"8124","doncella",3,8
"8125","doncella,",5,9
"8126","doncella,que",1,12
"8127","doncella;",1,9
"8128","doncellas",3,9
"8129","doncellas.",1,10
"8130","donde",82,5
"8131","dónde",25,5
"8132","donde,",4,6
"8133","dónde,",1,6
"8134","dondedeben",1,10
"8135","dondeel",1,7
"8136","dondeellos",1,10
"8137","dondehabía",1,10
"8138","dondele",1,7
"8139","dondelos",1,8
"8140","dondese",1,7
"8141","donDiego",2,8
"8142","donEsteban,",1,11
"8143","donFelipe,",1,10
"8144","donJaime",4,8
"8145","donJaime,",2,9
"8146","donJaime;",3,9
"8147","donJaime.--¡Ah!",1,15
"8148","donJaime.--¿Por",1,15
"8149","donJaime.--Sí,",1,14
"8150","donLuis,",2,8
"8151","donMelchor",5,10
"8152","donMelchor,",3,11
"8153","donMelchor.--Le",1,15
"8154","donó",2,4
"8155","donOliverio",1,11
"8156","donOliverio;",1,12
"8157","donors",1,6
"8158","doquiera",1,8
"8159","doradadelicadamente",1,19
"8160","dormía",2,6
"8161","dormía.En",1,9
"8162","dormían",2,7
"8163","dormíatan",1,9
"8164","dormida",1,7
"8165","dormido.--¿Y",1,12
"8166","dormido.Media",1,13
"8167","dormidos",1,8
"8168","dormir",2,6
"8169","dormitorio",2,10
"8170","dormitorio,",3,11
"8171","dormitorio.--¡Ah!",1,17
"8172","dormitorio.El",1,13
"8173","dos",240,3
"8174","Dos",2,3
"8175","dos,",5,4
"8176","dos:",2,4
"8177","dos.--Pierda",1,12
"8178","dos.Don",1,7
"8179","doscaballos",1,11
"8180","doscaballos,",1,12
"8181","doscañones,",1,11
"8182","doscientos",1,10
"8183","doscientosde",1,12
"8184","dosdesconocidos",1,15
"8185","dosdoncellas,",1,13
"8186","dosduelistas,",1,13
"8187","dosfamilias.",1,12
"8188","dosgroseros",1,11
"8189","doshojas",1,8
"8190","doshombres,",1,11
"8191","doshoras",1,8
"8192","dosis",1,5
"8193","dosjóvenes",2,10
"8194","dosjóvenes,",2,11
"8195","dosjóvenes.--Permítame",1,22
"8196","dosjóvenes.El",1,13
"8197","dosleguas",1,9
"8198","dosmujeres,",1,11
"8199","dospalabras",1,11
"8200","dosrevólveres",1,13
"8201","dossujetos",1,10
"8202","dosuna",1,6
"8203","dotado",1,6
"8204","Dotado",1,6
"8205","dotados",2,7
"8206","downloading,",1,12
"8207","doy",16,3
"8208","doymi",1,5
"8209","Dr.",1,3
"8210","dragones",1,8
"8211","dragones,",2,9
"8212","drama",2,5
"8213","drama.--Voy",1,11
"8214","ducho",1,5
"8215","duda",17,4
"8216","duda,",3,5
"8217","duda;",1,5
"8218","duda.--¡Si",1,10
"8219","duda.--El",1,9
"8220","duda.--Es",1,9
"8221","duda.--Esto",1,11
"8222","dudaba",1,6
"8223","dudaoído",1,8
"8224","dudaque",1,7
"8225","dudar",3,5
"8226","dudarformalmente",1,16
"8227","dudas",1,5
"8228","dudas;",1,6
"8229","dude",1,4
"8230","dudo",3,4
"8231","dudo,",1,5
"8232","dudoso",1,6
"8233","dudoso,",1,7
"8234","duelistas",3,9
"8235","duelo",9,5
"8236","duelo,",1,6
"8237","duelo;",1,6
"8238","duelo.XVIRESOLUCIÓN",1,19
"8239","dueña",3,5
"8240","dueñas",1,6
"8241","dueño",8,5
"8242","dueño,",1,6
"8243","dueños",3,6
"8244","dueños,",1,7
"8245","dulcecomo",1,9
"8246","dulcedumbre,",1,12
"8247","dulces,",1,7
"8248","duque",18,5
"8249","duque,",3,6
"8250","duque;",1,6
"8251","duque.--Lo",1,10
"8252","duque.--Me",1,10
"8253","duque.--Perfectamente,",1,22
"8254","duquede",1,7
"8255","duquedemostró",1,13
"8256","duques",1,6
"8257","duquesa",2,7
"8258","duquesade",1,9
"8259","duquesaimaginaba,",1,17
"8260","duquetomó",1,9
"8261","dura",4,4
"8262","duraban",1,7
"8263","duración.",1,9
"8264","durado",1,6
"8265","duran",1,5
"8266","durando",1,7
"8267","durante",29,7
"8268","Durante",3,7
"8269","duranteel",1,9
"8270","durantelargos",1,13
"8271","Duranteuna",1,10
"8272","duras",2,5
"8273","duras,",1,6
"8274","duraspenas",1,10
"8275","duray",1,5
"8276","dureza",1,6
"8277","durmiendo.Inmóvil",1,17
"8278","durmiendo.Luis,",1,15
"8279","durmiente",1,9
"8280","durmiente,",2,10
"8281","durmiente.El",1,12
"8282","durmiera",1,8
"8283","durmió",1,6
"8284","durmió.A",1,8
"8285","duro",1,4
"8286","duró",4,4
"8287","duros",7,5
"8288","duros,",1,6
"8289","duros;",2,6
"8290","duros!--No",1,10
"8291","duros.",1,6
"8292","duros.--¡Carape!",1,16
"8293","duros.--¡Jum!",1,13
"8294","duros.--No",1,10
"8295","duros.Después",1,13
"8296","durosanticipadamente",1,20
"8297","e",64,1
"8298","e-mail)",1,7
"8299","Ea,",1,3
"8300","Ea,no",1,5
"8301","each",1,4
"8302","easilycomply",1,12
"8303","easy.",1,5
"8304","eBook",4,5
"8305","EBook",2,5
"8306","EBOOK",2,5
"8307","ebook.1.E.2.",1,12
"8308","ebook.Title:",1,12
"8309","eBookfor",1,8
"8310","eBooks",3,6
"8311","eBooks,",2,7
"8312","eBooks.",1,7
"8313","eBooksnot",1,9
"8314","ebrio,trastornado",1,17
"8315","echaban",1,7
"8316","echada",3,6
"8317","echadahacia",1,11
"8318","echado",7,6
"8319","echadohacía",1,11
"8320","echados",1,7
"8321","echan",1,5
"8322","echando",5,7
"8323","echándose",2,9
"8324","echar",5,5
"8325","echaráa",1,7
"8326","echarael",1,8
"8327","echaré",1,6
"8328","echarme",2,7
"8329","echaron",7,7
"8330","echarte",1,7
"8331","echase",1,6
"8332","eche",1,4
"8333","échele",1,6
"8334","echó",21,4
"8335","echócontadas",1,12
"8336","economía;",1,9
"8337","economizar",1,10
"8338","Ecuador;",1,8
"8339","Ecuador.La",1,10
"8340","ecuestre",1,8
"8341","edad",4,4
"8342","edad,",5,5
"8343","edad:",1,5
"8344","edad.Todo",1,9
"8345","edadprovecta,",1,13
"8346","edady",1,5
"8347","edecanes",1,8
"8348","EDICIÓNTOMO",2,11
